source_ward_id,source_state,source_lga,source_ward,inec_ward_code,confidence,reason,action
BNSTKP02,Benue,Oturkpo,Adoka Icho,BE-19-01,0.923,lga_fuzzy_exact_ward,loaded
NISKUT05,Niger,Shiroro,Erena,NI-22-05,0.800,needs_review,loaded
NISLMU04,Niger,Gbako,Edozigi,NI-08-04,0.933,fuzzy,loaded
NISMKW04,Niger,Mokwa,Jebba,,0.625,no_ward,skipped_no_match
ODSANW02,Ondo,Akoko North West,Ajowa / Igasi,,0.595,no_ward,skipped_no_match
NISMKW11,Niger,Mokwa,Raba Ndayako,NI-17-11,0.960,fuzzy,loaded
KGSKKH02,Kogi,Okehi,Ikuehi,KO-16-03,1.000,exact,loaded
OYSSET09,Oyo,Saki East,Oke Sebe,,0.421,no_ward,skipped_no_match
10108,Borno,Abadam,Yau,,0.000,no_lga,skipped_no_match
DTSBMA01,Delta,Bomadi,Akugbene 1,DE-03-07,0.900,fuzzy,loaded
DTSBMA08,Delta,Bomadi,Ogbeinma / Okoloba,DE-03-06,0.970,fuzzy,loaded
DTSBUR05,Delta,Burutu,Ngbilebiri,DE-04-07,0.909,fuzzy,loaded
DTSBUR11,Delta,Burutu,Tuomo,DE-04-03,1.000,exact,loaded
EDSABD12,Edo,Orhionmwon,Ugboko,ED-13-05,1.000,exact,loaded
GMSGME05,Gombe,Gombe,Dawaki,GO-06-05,1.000,exact,loaded
GMSGME03,Gombe,Gombe,Bolari East,GO-06-03,1.000,exact,loaded
GMSGME09,Gombe,Gombe,Nasarawo,GO-06-09,0.875,needs_review,loaded
OSSORU07,Osun,Orolu,Olufon,,0.600,no_ward,skipped_no_match
OSSADE09,Osun,Ayedade,Otun Olufi,OS-03-04,0.933,lga_fuzzy_exact_ward,loaded
NISKNT12,Niger,Kontagora,Usalle,NI-11-12,1.000,exact,loaded
ODSANW05,Ondo,Akoko North West,Ese / Afin,ON-02-09,1.000,exact,loaded
NISKNT05,Niger,Kontagora,Kudu,,0.200,no_ward,skipped_no_match
NISKNT06,Niger,Kontagora,Madara,NI-11-07,1.000,exact,loaded
50810,Kebbi,Dandi,Maigwaza,KE-08-10,1.000,exact,loaded
OSSADE05,Osun,Ayedade,Obalufon / Anlugbua,,0.597,no_ward,skipped_no_match
OSSIAE03,Osun,Ilesha East,Ifosan,,0.571,no_ward,skipped_no_match
ODSOWO11,Ondo,Owo,Uso / Emure-Ile,ON-18-11,1.000,exact,loaded
OYSOLA06,Oyo,Ogo Oluwa,Lagbedu,OY-23-06,1.000,exact,loaded
OYSOET09,Oyo,Oyo East,Oke Apo,OY-29-08,1.000,exact,loaded
OYSSET10,Oyo,Saki East,Oke Taasi,,0.400,no_ward,skipped_no_match
OSSIAE05,Osun,Ilesha East,Ijoka,,0.571,no_ward,skipped_no_match
NISKNT03,Niger,Kontagora,Gabas,NI-11-03,1.000,exact,loaded
NISKNT13,Niger,Kontagora,Yamma,NI-11-13,1.000,exact,loaded
NISBDA04,Niger,Bida,Kyari,NI-03-04,1.000,exact,loaded
NISWSH08,Niger,Wushishi,Maito,NI-25-08,1.000,exact,loaded
PLSMGU04,Plateau,Mangu,Chanso,PL-11-02,1.000,exact,loaded
OYSEGA01,Oyo,Egbeda,Ajiwogbo,,0.696,no_ward,skipped_no_match
RVSAFM06,Rivers,Oyigbo,Oyward 6,,0.316,no_ward,skipped_no_match
OSSOIE03,Osun,Oriade,Erin Oke,OS-28-01,1.000,exact,loaded
ABSBND17,Abia,Bende,Umuhu / Ezechi,AB-04-11,1.000,exact,loaded
OSSENH11,Osun,Ede North,Sagba / Abogunde,,0.571,no_ward,skipped_no_match
NISLAP09,Niger,Lapai,Muye,,0.615,no_ward,skipped_no_match
NISLAP06,Niger,Lapai,Gupa,,0.571,no_ward,skipped_no_match
NISLAP04,Niger,Lapai,Ebbo,,0.471,no_ward,skipped_no_match
NISAGA03,Niger,Agaie,Ekobadeggi,NI-01-03,1.000,exact,loaded
NISMKW10,Niger,Mokwa,Muwo / Gbajibo,,0.583,no_ward,skipped_no_match
NISRJA09,Niger,Rijau,Tunga Bunu,NI-21-08,0.750,needs_review,skipped_low_confidence
NISKAG01,Niger,Rafi,Cikin Gari,,0.667,no_ward,skipped_no_match
NISKAG02,Niger,Rafi,Gunna Central,,0.714,no_ward,skipped_no_match
NISLAP02,Niger,Lapai,Birnin Maza,,0.733,no_ward,skipped_no_match
NISAGR06,Niger,Agwara,Kokoli,NI-02-06,1.000,exact,loaded
NISLAP07,Niger,Lapai,Kpada,,0.625,no_ward,skipped_no_match
RVSNCH04,Rivers,Eleme,Eleward 4,,0.429,no_ward,skipped_no_match
CRSBRA06,Cross River,Obubra,Apiapum,CR-13-02,1.000,exact,loaded
OSSAMW07,Osun,Atakunmosa West,Muroko,OS-02-09,0.966,lga_fuzzy_exact_ward,loaded
BNSBGT06,Benue,Ogbadibo,Ai-Oono 1,BE-15-03,0.889,needs_review,loaded
70307,Yobe,Damaturu,Murfakalam,YO-03-08,0.952,fuzzy,loaded
BNSGMU03,Benue,Ado,Ekile,BE-01-03,1.000,exact,loaded
NISBDA11,Niger,Bida,Nasarafu,NI-03-11,0.941,fuzzy,loaded
CRSBKS04,Cross River,Bakassi,Ambai Ekpa,CR-04-04,1.000,exact,loaded
CRSCKK09,Cross River,Yala,Ijiraga,CR-18-03,1.000,exact,loaded
NISLMU10,Niger,Gbako,Sojmajiko,NI-08-10,0.778,needs_review,skipped_low_confidence
KGSDAV03,Kogi,Adavi,Idanuhua,KO-01-04,1.000,exact,loaded
NISMSG09,Niger,Mashegu,Mazakuka,,0.696,no_ward,skipped_no_match
NISWSH07,Niger,Wushishi,Lokogwoma,NI-25-07,0.941,fuzzy,loaded
NISWSH01,Niger,Wushishi,Akari,NI-25-01,0.800,needs_review,loaded
NISWSH10,Niger,Wushishi,Tukunji,,0.667,no_ward,skipped_no_match
DTSKPE06,Delta,Okpe,Oha,DE-13-03,0.750,needs_review,skipped_low_confidence
DTSKWC02,Delta,Ndokwa West,Abbi 9,DE-12-08,0.833,needs_review,loaded
DTSSLK09,Delta,Aniocha North,Onicha-Ugbo,DE-01-02,1.000,exact,loaded
ODSIDE02,Ondo,Ifedore,Igbaraoke-1,ON-09-02,0.783,needs_review,skipped_low_confidence
JI1808,Jigawa,Kiri Kasama,Saleri,,0.580,no_ward,skipped_no_match
AKSNTE03,Akwa Ibom,Obot Akara,Nto-Edino 4,AK-22-07,0.909,fuzzy,loaded
AKSNYA05,Akwa Ibom,Ika,Urban 1,AK-11-01,1.000,exact,loaded
AKSNYA08,Akwa Ibom,Ika,Achan 3,AK-11-04,0.800,needs_review,loaded
OSSIDO10,Osun,Ifedayo,Temidire,OS-12-10,1.000,exact,loaded
AKSNYA03,Akwa Ibom,Ika,Achan 1,AK-11-04,0.933,fuzzy,loaded
AKSNYA09,Akwa Ibom,Ika,Odoro 1,AK-11-09,1.000,exact,loaded
AKSNYA07,Akwa Ibom,Ika,Ito 2,AK-11-06,0.800,needs_review,loaded
AKSNYA06,Akwa Ibom,Ika,Odoro 2,AK-11-09,0.857,needs_review,loaded
AKSNYA02,Akwa Ibom,Ika,Achan 2,AK-11-04,0.800,needs_review,loaded
50811,Kebbi,Dandi,Shiko,KE-08-11,1.000,exact,loaded
GMSAKK04,Gombe,Akko,Kashere,GO-01-04,1.000,exact,loaded
DTSWRC02,Delta,Warri South-West,Akpakpa,DE-25-06,0.857,needs_review,loaded
AKSNYA04,Akwa Ibom,Ika,Ito 1,AK-11-06,1.000,exact,loaded
AKSNYA10,Akwa Ibom,Ika,Urban 2,AK-11-01,0.857,needs_review,loaded
DTSWRC08,Delta,Warri South-West,Oporozo,DE-25-03,0.857,needs_review,loaded
DTSWRC09,Delta,Warri South-West,Orere,DE-25-08,1.000,exact,loaded
AKSPNG01,Akwa Ibom,Ibeno,Ndito Eka Iba,,0.381,no_ward,skipped_no_match
AKSPNG07,Akwa Ibom,Ibeno,Okposo,,0.154,no_ward,skipped_no_match
AKSPNG04,Akwa Ibom,Ibeno,Okoroutip,,0.235,no_ward,skipped_no_match
AKSPNG03,Akwa Ibom,Ibeno,Ntafre,,0.154,no_ward,skipped_no_match
NISMKW05,Niger,Mokwa,K / Takuma,NI-17-06,0.800,needs_review,loaded
EDSGAR05,Edo,Akoko-Edo,Okpe,,0.276,no_ward,skipped_no_match
ODSIRL10,Ondo,Irele,Omi / Iyansan,,0.636,no_ward,skipped_no_match
DTSBUR03,Delta,Burutu,Eseinbiri,DE-04-04,0.824,needs_review,loaded
AKSPNG02,Akwa Ibom,Ibeno,Upenekang,,0.250,no_ward,skipped_no_match
OSSODN02,Osun,Odo Otin,Baale Okuku,,0.625,no_ward,skipped_no_match
RVSBRR17,Rivers,Khana,Uegwere,RI-14-14,1.000,exact,loaded
70910,Yobe,Jakusko,Jakusko,YO-09-06,1.000,exact,loaded
OSSBOLUW08,Osun,Boluwaduro,Oke Omi,,0.737,no_ward,skipped_no_match
OYSIBE02,Oyo,Ibarapa East,Anko,OY-12-02,1.000,exact,loaded
ANSACA05,Anambra,Awka North,Amanuke,AN-06-05,1.000,exact,loaded
OSSILA04,Osun,Ila,Iperin / Eyindi,,0.632,no_ward,skipped_no_match
OYSAKE10,Oyo,Akinyele,Olanla,,0.480,no_ward,skipped_no_match
AKSRNN09,Akwa Ibom,Oron,Esin Ufot,,0.286,no_ward,skipped_no_match
OSSOBN08,Osun,Obokun,Imesi Ile,OS-24-06,1.000,exact,loaded
CRSTGD09,Cross River,Abi,Usumutong,CR-01-10,1.000,exact,loaded
OSSEDE07,Osun,Egbedore,Ikotun,OS-09-08,1.000,exact,loaded
BA0111,Bauchi,Alkaleri,Gwana,,0.727,no_ward,skipped_no_match
AKSRNN07,Akwa Ibom,Oron,Idua,,0.250,no_ward,skipped_no_match
AKSRNN02,Akwa Ibom,Oron,Eyo Bassey,,0.364,no_ward,skipped_no_match
AKSRNN01,Akwa Ibom,Oron,Iquita,,0.222,no_ward,skipped_no_match
AKSRNN10,Akwa Ibom,Oron,Ukpata,,0.222,no_ward,skipped_no_match
TRSKLD07,Taraba,Karim Lamido,Karim B,TA-08-10,1.000,exact,loaded
DTSSLK05,Delta,Aniocha North,Issele-Uku 2,DE-01-06,0.917,fuzzy,loaded
AKSTTU07,Akwa Ibom,Itu,East Itam 3,AK-16-03,0.909,fuzzy,loaded
AKSAEE05,Akwa Ibom,Etim Ekpo,Ward 5,,0.000,no_ward,skipped_no_match
NISKUT04,Niger,Shiroro,Egwa / Gwada,NI-22-04,1.000,exact,loaded
DTSASB11,Delta,Oshimili South,West End,DE-15-09,1.000,exact,loaded
KGSKAB12,Kogi,Kabba/Bunu,Okedayo,KO-10-09,1.000,exact,loaded
EDSUBJ05,Edo,Esan South-East,Emu,ED-05-05,1.000,exact,loaded
AKSAFH10,Akwa Ibom,Essien Udim,Ekpenyong 2,AK-05-03,0.857,needs_review,loaded
DTSSLK01,Delta,Aniocha North,Ezi,DE-01-10,1.000,exact,loaded
EDSUBJ03,Edo,Esan South-East,Oria,,0.545,no_ward,skipped_no_match
KGSDAV08,Kogi,Adavi,Nagazi,,0.500,no_ward,skipped_no_match
AKSTTU05,Akwa Ibom,Itu,East Itam 1,AK-16-03,1.000,exact,loaded
51604,Kebbi,Sakaba,Gelwasa,KE-16-04,1.000,exact,loaded
10504,Borno,Biu,Garubula,BO-05-04,1.000,exact,loaded
10805,Borno,Dikwa,Muliye,,0.632,no_ward,skipped_no_match
10308,Borno,Bama,Goniri,,0.444,no_ward,skipped_no_match
BA0505,Bauchi,Darazo,Lago,BA-05-05,1.000,exact,loaded
50305,Kebbi,Argungu,Gulma,KE-03-05,1.000,exact,loaded
50705,Kebbi,Bunza,Raha-Makeri,,0.533,no_ward,skipped_no_match
AKSTTU04,Akwa Ibom,Itu,West Itam 3,AK-16-08,0.909,fuzzy,loaded
51311,Kebbi,Koko-Besse,Herini Madachi,,0.429,no_ward,skipped_no_match
51908,Kebbi,Wasagu-Danko,Waje,KE-19-08,1.000,exact,loaded
10611,Borno,Chibok,Whuntaku,,0.636,no_ward,skipped_no_match
51010,Kebbi,Gwandu,Masama,,0.667,no_ward,skipped_no_match
BA1304,Bauchi,Kirfi,Baba,BA-13-02,0.750,needs_review,skipped_low_confidence
50703,Kebbi,Bunza,Gwade,KE-07-03,1.000,exact,loaded
70703,Yobe,Gujba,Dadingel,YO-07-03,1.000,exact,loaded
50504,Kebbi,Bagudu,Illo Sabon Gari,KE-05-04,0.676,needs_review,skipped_low_confidence
BNSBKB13,Benue,Buruku,Shorov,BE-04-13,1.000,exact,loaded
50801,Kebbi,Dandi,Banizumbu,KE-08-01,0.947,fuzzy,loaded
BA2007,Bauchi,Zaki,Murmur North,BA-20-07,1.000,exact,loaded
DTSAYB05,Delta,Ika North East,Igbodo,DE-07-08,1.000,exact,loaded
ABSKWU19,Abia,Ikwuano,Usaka,AB-05-10,1.000,exact,loaded
50402,Kebbi,Augie,Augie South,KE-04-02,1.000,exact,loaded
BA2017,Bauchi,Zaki,Madufa,,0.545,no_ward,skipped_no_match
80905,Zamfara,Maradun,Gorar Namaye,,0.500,no_ward,skipped_no_match
CRSTGD05,Cross River,Abi,Adadama,CR-01-01,1.000,exact,loaded
DTSAYB07,Delta,Ika North East,Otolokpo,DE-07-14,1.000,exact,loaded
ODSIDE04,Ondo,Ifedore,Ijare-1,ON-09-04,1.000,exact,loaded
BA0908,Bauchi,Giade,Giade B,BA-09-05,0.833,needs_review,loaded
JI1801,Jigawa,Kiri Kasama,Baturiya,JI-18-01,0.870,lga_fuzzy_exact_ward,loaded
80606,Zamfara,Gummi,Gayari,ZA-06-06,1.000,exact,loaded
OSSIAE06,Osun,Ilesha East,Imo,OS-18-02,0.952,lga_fuzzy_exact_ward,loaded
BA0115,Bauchi,Alkaleri,Kungibar,BA-01-06,0.800,needs_review,loaded
BA0501,Bauchi,Darazo,Darazo East,,0.706,no_ward,skipped_no_match
DTSAYB13,Delta,Ika North East,Ute-Ogbeje,DE-07-13,1.000,exact,loaded
NISKHA08,Niger,Katcha,Katcha,NI-10-08,1.000,exact,loaded
DTSBKW08,Delta,Ukwuani,Umuebu,DE-21-08,1.000,exact,loaded
DTSBKW05,Delta,Ukwuani,Ezionum,DE-21-07,1.000,exact,loaded
AKSUFG10,Akwa Ibom,Urue Offong/Oruko,Oruko 10,AK-30-06,0.933,fuzzy,loaded
AKSUFG07,Akwa Ibom,Urue Offong/Oruko,Urue Offong 4,AK-30-01,0.923,fuzzy,loaded
AKSUFG09,Akwa Ibom,Urue Offong/Oruko,Oruko 6,AK-30-06,0.857,needs_review,loaded
AKSUFG04,Akwa Ibom,Urue Offong/Oruko,Urue Offong 1,AK-30-01,1.000,exact,loaded
AKSUFG06,Akwa Ibom,Urue Offong/Oruko,Oruko 8,AK-30-06,0.857,needs_review,loaded
AKSUFG08,Akwa Ibom,Urue Offong/Oruko,Urue Offong 2,AK-30-01,0.923,fuzzy,loaded
AKSUFG02,Akwa Ibom,Urue Offong/Oruko,Urue Offong 3,AK-30-01,0.923,fuzzy,loaded
AKSUFG01,Akwa Ibom,Urue Offong/Oruko,Oruko 9,AK-30-06,0.857,needs_review,loaded
AKSKTM02,Akwa Ibom,Oruk Anam,Abak Midim 4,AK-26-08,0.917,fuzzy,loaded
AKSKTS01,Akwa Ibom,Ikot Abasi,Ikpa Ibekwe 1,AK-13-01,1.000,exact,loaded
AKSKTS04,Akwa Ibom,Ikot Abasi,Edemaya 1,AK-13-06,1.000,exact,loaded
PLSKWK13,Plateau,Kanke,Langshi,PL-08-09,1.000,exact,loaded
ODSIDE10,Ondo,Ifedore,Isarun / Owena,,0.667,no_ward,skipped_no_match
ODSIDE01,Ondo,Ifedore,Ero / Ibuji,,0.720,no_ward,skipped_no_match
ODSIDE03,Ondo,Ifedore,Igbaraoke-2,ON-09-02,0.783,needs_review,skipped_low_confidence
DTSBKW04,Delta,Ukwuani,Eziokpor,DE-21-05,1.000,exact,loaded
BA2013,Bauchi,Zaki,Amarmari,,0.462,no_ward,skipped_no_match
PLSBLD16,Plateau,Barkin Ladi,Sho,,0.478,no_ward,skipped_no_match
51810,Kebbi,Suru,Kwaifa,KE-18-10,1.000,exact,loaded
50401,Kebbi,Augie,Augie North,KE-04-01,1.000,exact,loaded
50701,Kebbi,Bunza,Bunza Marafa,KE-07-01,1.000,exact,loaded
50506,Kebbi,Bagudu,Kende Kurgu,KE-05-06,0.833,lga_fuzzy_exact_ward,loaded
51209,Kebbi,Kalgo,Wurogauri,KE-12-09,1.000,exact,loaded
DTSBMA07,Delta,Bomadi,Kpakiama,DE-03-02,1.000,exact,loaded
DTSBMA04,Delta,Bomadi,Bomadi,DE-03-01,1.000,exact,loaded
OSSOIE07,Osun,Oriade,Ikeji Ile,OS-28-05,1.000,exact,loaded
BNSKAL10,Benue,Katsina-Ala,Township,,0.381,no_ward,skipped_no_match
51407,Kebbi,Maiyama,Liba,,0.364,no_ward,skipped_no_match
50803,Kebbi,Dandi,Dolekaina,,0.462,no_ward,skipped_no_match
JI1807,Jigawa,Kiri Kasama,Marma,JI-18-08,0.870,lga_fuzzy_exact_ward,loaded
ANSNZM07,Anambra,Anambra West,Oroma,,0.476,no_ward,skipped_no_match
50904,Kebbi,Fakai,Mahuta,KE-09-04,1.000,exact,loaded
10609,Borno,Chibok,Pemi,BO-06-11,1.000,exact,loaded
80604,Zamfara,Gummi,Falale,ZA-06-04,1.000,exact,loaded
10111,Borno,Abadam,Busuna,,0.000,no_lga,skipped_no_match
80205,Zamfara,Bakura,Dakko,ZA-02-07,1.000,exact,loaded
ODSAKN08,Ondo,Akure North,Ogbese,,0.667,no_ward,skipped_no_match
71606,Yobe,Yunusari,Mairari,YO-16-06,1.000,exact,loaded
BA1312,Bauchi,Kirfi,Kwagal,,0.545,no_ward,skipped_no_match
ANSNZM02,Anambra,Anambra West,Ezi Anam,AN-04-01,1.000,exact,loaded
10801,Borno,Dikwa,Afuye,,0.588,no_ward,skipped_no_match
50805,Kebbi,Dandi,Maihausawa,KE-08-05,1.000,exact,loaded
DTSBMA06,Delta,Bomadi,Esanma,DE-03-03,1.000,exact,loaded
DTSBMA10,Delta,Bomadi,Ogriagbene,DE-03-04,1.000,exact,loaded
PLSBLD01,Plateau,Barkin Ladi,Gafat,,0.574,no_ward,skipped_no_match
DTSBUR09,Delta,Burutu,Tamigbe,DE-04-02,1.000,exact,loaded
50807,Kebbi,Dandi,Geza,KE-08-07,1.000,exact,loaded
BA0802,Bauchi,Ganjuwa,Gungura A,BA-08-02,0.875,needs_review,loaded
50105,Kebbi,Aleiro,Danwarai,KE-01-05,0.833,lga_fuzzy_exact_ward,loaded
BA1310,Bauchi,Kirfi,Wanka,BA-13-10,1.000,exact,loaded
JI1008,Jigawa,Guri,Margadu,JI-10-08,1.000,exact,loaded
DTSBUR06,Delta,Burutu,Obetebe,DE-04-10,0.857,needs_review,loaded
DTSBUR10,Delta,Burutu,Torugbene,DE-04-01,1.000,exact,loaded
BA2006,Bauchi,Zaki,Gumai,BA-20-06,1.000,exact,loaded
80201,Zamfara,Bakura,Bakura,ZA-02-01,1.000,exact,loaded
BA0905,Bauchi,Giade,Giade A,BA-09-05,0.833,needs_review,loaded
DTSBUR01,Delta,Burutu,Bolou-Ndoro,DE-04-06,0.909,fuzzy,loaded
AKSABK09,Akwa Ibom,Abak,Abak 3,,0.556,no_ward,skipped_no_match
50609,Kebbi,Birnin Kebbi,Makera,KE-06-06,1.000,exact,loaded
70604,Yobe,Geidam,Balle,,0.400,no_ward,skipped_no_match
71710,Yobe,Yusufari,Mayori,YO-17-09,1.000,exact,loaded
10105,Borno,Abadam,Jabullam,,0.000,no_lga,skipped_no_match
61805,Sokoto,Tambuwal,Faga Alasan,SO-18-06,1.000,exact,loaded
BA0402,Bauchi,Dambam,Gurbana,BA-04-02,1.000,exact,loaded
52001,Kebbi,Yauri,Chulu Gumbi,,0.667,no_ward,skipped_no_match
80906,Zamfara,Maradun,Janbako,ZA-09-06,1.000,exact,loaded
BA0709,Bauchi,Gamawa,Raga,BA-07-09,1.000,exact,loaded
80608,Zamfara,Gummi,Kurfa,,0.364,no_ward,skipped_no_match
71101,Yobe,Machina,Machina,,0.700,no_ward,skipped_no_match
GMSNFD10,Gombe,Nafada,Nafada West,GO-09-10,1.000,exact,loaded
10301,Borno,Bama,Abbaram,,0.389,no_ward,skipped_no_match
51006,Kebbi,Gwandu,Gwandu D Galadima,,0.600,no_ward,skipped_no_match
CRSCKK04,Cross River,Yala,Ugaga,,0.500,no_ward,skipped_no_match
AKSABK04,Akwa Ibom,Abak,Abak 1,,0.667,no_ward,skipped_no_match
50709,Kebbi,Bunza,Tunga,KE-07-09,1.000,exact,loaded
12109,Borno,Marte,Marte,BO-22-08,1.000,exact,loaded
AKSABK07,Akwa Ibom,Abak,Afaha Obong 2,AK-01-05,0.923,fuzzy,loaded
50607,Kebbi,Birnin Kebbi,Kola Tarasa,KE-06-05,1.000,exact,loaded
51408,Kebbi,Maiyama,Maiyama,KE-14-08,1.000,exact,loaded
50109,Kebbi,Aleiro,Sabiyal,KE-01-10,0.833,lga_fuzzy_exact_ward,loaded
AKSABK06,Akwa Ibom,Abak,Midim 2,AK-01-07,0.857,needs_review,loaded
AKSABK05,Akwa Ibom,Abak,Otoro 1,AK-01-09,1.000,exact,loaded
AKSABK01,Akwa Ibom,Abak,Otoro 3,AK-01-09,0.857,needs_review,loaded
51808,Kebbi,Suru,Ginga,KE-18-08,1.000,exact,loaded
80908,Zamfara,Maradun,Maradun North,ZA-09-08,1.000,exact,loaded
12301,Borno,Monguno,Damakulli,BO-24-01,0.941,fuzzy,loaded
BA0902,Bauchi,Giade,Sabon Sara A,BA-09-02,0.909,fuzzy,loaded
80107,Zamfara,Anka,Sabon Birni,ZA-01-07,0.957,fuzzy,loaded
12003,Borno,Magumeri,Borno Yesu,BO-20-03,1.000,exact,loaded
12107,Borno,Marte,Kirenowa,BO-22-06,1.000,exact,loaded
51402,Kebbi,Maiyama,Giwatazo,,0.727,no_ward,skipped_no_match
51004,Kebbi,Gwandu,Gulmare,KE-10-04,1.000,exact,loaded
BA2005,Bauchi,Zaki,Sakwa,BA-20-05,1.000,exact,loaded
BA0714,Bauchi,Gamawa,Jadori,,0.571,no_ward,skipped_no_match
AKSABT08,Akwa Ibom,Onna,Awa 2,AK-24-01,0.800,needs_review,loaded
AKSAED05,Akwa Ibom,Nsit Atai,Ward 5,,0.000,no_ward,skipped_no_match
AKSAED02,Akwa Ibom,Nsit Atai,Ward 2,,0.000,no_ward,skipped_no_match
BA1201,Bauchi,Katagum,Tsakuwa,,0.429,no_ward,skipped_no_match
AKSBMT01,Akwa Ibom,Ibiono Ibom,Ikot Ada Iden,,0.400,no_ward,skipped_no_match
BA1216,Bauchi,Katagum,Matsango,,0.588,no_ward,skipped_no_match
51806,Kebbi,Suru,Dandane,KE-18-06,1.000,exact,loaded
10305,Borno,Bama,Banki,,0.308,no_ward,skipped_no_match
10410,Borno,Bayo,Zara,BO-04-10,1.000,exact,loaded
12610,Borno,Nganzai,Miye,BO-26-10,1.000,exact,loaded
11611,Borno,Konduga,Yale,,0.320,no_ward,skipped_no_match
12001,Borno,Magumeri,Ardoram,BO-20-01,0.933,fuzzy,loaded
51110,Kebbi,Jega,Katanga Fagada,KE-11-10,1.000,exact,loaded
AKSBYF09,Akwa Ibom,Udung Uko,Eyokpu,,0.118,no_ward,skipped_no_match
50310,Kebbi,Argungu,Sauwa,,0.455,no_ward,skipped_no_match
BA2002,Bauchi,Zaki,Katagum,BA-20-02,1.000,exact,loaded
OSSOBN01,Osun,Obokun,Esa Odo,OS-24-09,1.000,exact,loaded
51309,Kebbi,Koko-Besse,Dutsin Mari Dul Meru,KE-13-09,0.974,fuzzy,loaded
51002,Kebbi,Gwandu,Dalijan,KE-10-02,1.000,exact,loaded
51610,Kebbi,Sakaba,Fada,KE-16-10,1.000,exact,loaded
80402,Zamfara,Bukkuyum,Bukkuyum,ZA-04-02,1.000,exact,loaded
51905,Kebbi,Wasagu-Danko,Kanya,KE-19-05,1.000,exact,loaded
BA0813,Bauchi,Ganjuwa,Gungura B,BA-08-02,0.875,needs_review,loaded
10206,Borno,Askira Uba,Mussa,BO-02-07,1.000,exact,loaded
BA1214,Bauchi,Katagum,Kafin Kuka,,0.452,no_ward,skipped_no_match
50601,Kebbi,Birnin Kebbi,Ambursa,KE-06-14,1.000,exact,loaded
81101,Zamfara,Shinkafi,Galadi,ZA-11-03,1.000,exact,loaded
51804,Kebbi,Suru,Bakuwai,KE-18-04,1.000,exact,loaded
51210,Kebbi,Kalgo,Zuguru,KE-12-10,1.000,exact,loaded
11407,Borno,Kaga,Galangi,BO-14-06,1.000,exact,loaded
BA0906,Bauchi,Giade,Isawa,BA-09-06,1.000,exact,loaded
12502,Borno,Ngala,Gamboru A,BO-25-03,0.889,needs_review,loaded
12101,Borno,Marte,Ala,BO-22-01,1.000,exact,loaded
80103,Zamfara,Anka,Dangaladima,ZA-01-03,0.957,fuzzy,loaded
51406,Kebbi,Maiyama,Gidiga,,0.632,no_ward,skipped_no_match
12507,Borno,Ngala,Ngala,BO-25-07,1.000,exact,loaded
11506,Borno,Kala Balge,Mada,BO-15-09,1.000,exact,loaded
CRSKMM11,Cross River,Ikom,Akparabong,CR-11-02,1.000,exact,loaded
AKSAED10,Akwa Ibom,Nsit Atai,Ward 10,,0.125,no_ward,skipped_no_match
51802,Kebbi,Suru,Bandan,KE-18-02,1.000,exact,loaded
50614,Kebbi,Birnin Kebbi,Ujariyo,KE-06-15,1.000,exact,loaded
JI1101,Jigawa,Gwaram,Basirka,JI-11-01,1.000,exact,loaded
51404,Kebbi,Maiyama,Kawara,,0.462,no_ward,skipped_no_match
50511,Kebbi,Bagudu,Zagga Kwasara,KE-05-11,0.833,lga_fuzzy_exact_ward,loaded
AKSBYF10,Akwa Ibom,Udung Uko,Eyofin,,0.222,no_ward,skipped_no_match
51305,Kebbi,Koko-Besse,Jadadi,KE-13-05,1.000,exact,loaded
81205,Zamfara,Talata Mafara,Kagara,ZA-12-04,1.000,exact,loaded
CRSBRA10,Cross River,Obubra,Ababene,CR-13-01,1.000,exact,loaded
12501,Borno,Ngala,Fuye,BO-25-02,1.000,exact,loaded
BYSSAG04,Bayelsa,Sagbama,Angalabiri,BY-06-02,1.000,exact,loaded
AKSAED09,Akwa Ibom,Nsit Atai,Ward 9,,0.000,no_ward,skipped_no_match
AKSAED03,Akwa Ibom,Nsit Atai,Ward 3,,0.000,no_ward,skipped_no_match
BA0510,Bauchi,Darazo,Wahu,BA-05-10,1.000,exact,loaded
71608,Yobe,Yunusari,Yunusari,,0.545,no_ward,skipped_no_match
BYSGBB13,Bayelsa,Ogbia,Otuokpoti-Ward 2,BY-05-02,0.900,fuzzy,loaded
AKSAED01,Akwa Ibom,Nsit Atai,Ward 1,,0.133,no_ward,skipped_no_match
BA2004,Bauchi,Zaki,Makawa,BA-20-04,1.000,exact,loaded
AKSAED06,Akwa Ibom,Nsit Atai,Ward 6,,0.000,no_ward,skipped_no_match
BA1210,Bauchi,Katagum,Yayu,BA-12-10,1.000,exact,loaded
ODSAKN05,Ondo,Akure North,Moferere,ON-05-08,1.000,exact,loaded
50203,Kebbi,Arewa Dandi,Bui,KE-02-01,0.850,lga_fuzzy_exact_ward,loaded
11403,Borno,Kaga,Dogoma Jalori,BO-14-04,1.000,exact,loaded
80406,Zamfara,Bukkuyum,Nasarawa,ZA-04-06,1.000,exact,loaded
11910,Borno,Mafa,Mujigine,BO-19-11,1.000,exact,loaded
DTSBKW02,Delta,Ukwuani,Amai,DE-21-06,1.000,exact,loaded
RVSNDN03,Rivers,Andoni,Ekede,RI-05-04,1.000,exact,loaded
